carat,cut,color,clarity,table,price
0.46,Good,F,VVS1,55.0,1307
0.7,Premium,D,SI2,60.0,2573
0.61,Ideal,G,VS1,55.0,2166
0.7,Very Good,G,VS1,56.0,2535
1.19,Ideal,H,VS2,59.0,6662
0.5,Very Good,D,SI2,56.0,1015
1.74,Ideal,J,VS1,56.0,11194
1.0,Good,G,VS2,58.0,5002
0.75,Premium,E,SI1,60.0,2360
0.5,Ideal,E,VS1,56.0,1619
1.5,Very Good,F,VS1,55.0,15585
0.54,Ideal,I,VS1,55.0,1453
0.28,Very Good,G,VVS2,53.0,522
0.51,Very Good,E,SI1,58.0,1438
0.51,Ideal,J,VS2,57.0,1080
0.3,Very Good,H,SI1,57.0,432
0.55,Ideal,E,SI1,56.0,1556
0.54,Very Good,I,IF,61.0,1708
1.07,Premium,H,SI1,60.0,4764
0.33,Premium,E,VS2,60.0,928
0.42,Ideal,H,VVS2,56.0,910
0.52,Good,G,VS1,56.0,1576
2.49,Ideal,J,SI1,54.0,16915
0.4,Ideal,F,VS1,54.0,917
0.3,Premium,G,VVS1,59.0,905
0.32,Very Good,F,VS1,55.0,696
1.05,Very Good,F,SI2,58.0,4436
0.73,Ideal,E,VS1,57.0,3235
0.53,Premium,D,VS2,58.0,1956
0.9,Premium,F,SI1,55.0,4435
1.2,Premium,G,SI1,59.0,6586
0.4,Very Good,D,VS2,58.0,720
1.06,Premium,D,SI1,57.0,5817
0.7,Ideal,I,SI1,58.0,2083
0.96,Very Good,D,SI2,63.0,3419
0.32,Ideal,F,VS2,56.0,645
0.57,Very Good,G,VS1,56.0,1648
0.37,Ideal,G,SI1,55.0,586
1.21,Ideal,G,VS2,55.0,7996
1.03,Fair,H,SI2,57.0,3749
0.41,Ideal,G,VVS2,55.0,1007
0.61,Very Good,G,VS2,57.0,1861
0.8,Very Good,D,VS2,57.0,3135
0.3,Ideal,G,VVS2,55.0,665
1.06,Premium,E,VS1,58.0,6669
1.6,Very Good,E,SI2,54.0,11537
0.35,Premium,F,VS2,59.0,706
0.61,Ideal,F,SI2,55.0,1424
1.18,Premium,E,I1,58.0,3965
1.39,Premium,G,VS2,56.0,8874
1.62,Very Good,H,SI1,59.0,10521
0.43,Very Good,F,SI1,59.0,792
1.01,Ideal,F,VS1,54.0,7602
1.52,Ideal,I,VS2,56.0,9278
0.56,Ideal,I,VS2,57.0,1417
0.9,Fair,D,SI1,55.0,3945
1.23,Ideal,G,VS2,57.0,8085
1.5,Premium,G,SI1,60.0,7535
0.4,Good,G,SI1,58.0,655
1.52,Premium,G,VS1,58.0,13034
2.03,Premium,I,SI1,58.0,15095
0.7,Premium,F,SI2,58.0,1890
0.41,Ideal,E,VVS2,57.0,1363
0.91,Ideal,F,VS2,57.0,5214
0.93,Ideal,H,VS2,57.0,4218
0.27,Premium,G,VS2,59.0,509
1.21,Premium,I,VS2,59.0,4884
0.76,Good,I,SI1,59.0,1914
0.32,Very Good,F,VVS1,55.0,886
1.01,Very Good,F,VS2,59.0,6159
0.32,Very Good,E,VVS1,61.0,748
1.11,Ideal,F,VS2,56.0,9057
0.9,Fair,D,SI1,61.0,3689
0.57,Good,F,VS1,61.0,1801
1.32,Very Good,F,IF,58.0,14842
1.7,Premium,F,SI2,58.0,11322
0.76,Premium,J,VS1,58.0,2148
0.4,Premium,J,VS1,58.0,810
1.0,Good,G,SI1,56.0,4218
2.36,Ideal,J,VS2,59.0,17534
0.34,Premium,I,VVS1,58.0,803
0.35,Very Good,I,VS2,54.0,527
0.91,Premium,G,VS2,58.0,4241
0.5,Very Good,H,IF,60.0,1706
0.31,Ideal,G,SI1,58.0,443
0.37,Premium,H,VVS2,59.0,957
0.42,Premium,D,SI1,59.0,1040
1.61,Premium,F,VS2,59.0,15426
1.06,Ideal,H,VS2,57.0,4416
1.21,Good,E,I1,63.0,3726
1.01,Fair,H,SI2,59.0,2846
0.3,Ideal,D,VS1,59.0,742
0.32,Ideal,E,SI2,56.0,427
0.78,Good,E,SI1,62.0,3578
1.64,Very Good,F,SI2,57.0,8357
0.5,Ideal,D,VS1,56.0,1922
0.91,Very Good,G,VVS2,60.0,4913
0.72,Premium,G,SI1,62.0,2246
0.31,Ideal,H,VS2,57.0,489
0.73,Ideal,E,VS2,56.0,3077
2.0,Premium,G,SI2,57.0,12388
0.35,Very Good,G,VS1,60.0,676
1.01,Fair,G,VS2,56.0,4480
2.01,Premium,I,SI1,59.0,14752
0.9,Good,H,SI1,60.0,2974
0.91,Ideal,E,SI2,57.0,3772
0.61,Ideal,D,VVS1,54.0,3625
1.0,Very Good,E,VVS1,54.0,10463
1.26,Ideal,H,VS1,57.0,8959
1.02,Ideal,E,IF,57.0,11500
0.31,Ideal,D,VS2,55.0,942
0.8,Very Good,J,SI1,56.0,2224
1.13,Ideal,G,VVS2,57.0,8889
0.56,Ideal,F,VS2,57.0,1619
3.0,Premium,I,SI2,59.0,16970
1.02,Ideal,E,VS2,56.0,8225
1.01,Ideal,E,I1,57.0,3450
1.01,Premium,H,SI2,60.0,4242
0.74,Ideal,E,SI2,59.0,2501
0.33,Ideal,E,VS1,57.0,802
1.2,Premium,H,SI2,61.0,4973
0.76,Premium,F,SI1,58.0,2607
0.34,Premium,J,VS1,58.0,574
0.7,Good,F,SI1,60.0,2401
0.3,Ideal,D,SI1,56.0,709
0.57,Ideal,D,SI1,56.0,1754
0.4,Very Good,G,VVS2,60.0,982
2.16,Ideal,I,VS1,56.0,18342
0.5,Premium,E,SI1,60.0,1155
2.04,Ideal,I,SI1,56.0,16718
1.17,Premium,G,VS1,60.0,7666
1.0,Fair,G,SI2,54.0,3142
0.31,Good,E,VS2,55.0,544
0.7,Good,H,VS2,57.0,2347
1.05,Premium,E,SI2,56.0,4939
0.5,Ideal,G,VVS1,56.0,2070
0.72,Ideal,I,VS1,58.0,2498
0.92,Very Good,E,SI2,54.0,3679
0.52,Ideal,E,VS2,57.0,1617
1.25,Ideal,D,VS2,56.0,9933
1.01,Ideal,J,SI2,55.3,4099
1.02,Very Good,H,SI1,59.0,5047
1.1,Ideal,H,VS1,56.0,6630
0.51,Ideal,D,VS2,55.0,1787
0.52,Good,E,SI1,54.0,1388
0.36,Very Good,I,VVS2,55.0,571
0.43,Very Good,F,SI2,59.0,679
1.52,Ideal,F,SI2,58.0,10316
0.78,Ideal,E,VS2,56.0,3582
0.34,Very Good,G,VS1,57.0,880
0.3,Premium,H,VS1,58.0,526
1.51,Premium,I,SI1,62.0,8574
0.35,Premium,H,VS2,62.0,709
1.51,Premium,G,VVS2,58.0,15164
0.91,Premium,E,SI2,60.0,3846
0.3,Premium,F,VS2,58.0,776
1.07,Very Good,F,VVS1,58.0,9808
0.32,Ideal,E,VVS2,55.0,842
1.0,Premium,H,VS2,59.0,5069
1.51,Very Good,H,VS1,59.0,11161
1.54,Premium,I,VS1,58.0,10164
0.3,Ideal,I,SI2,54.0,348
0.3,Ideal,I,VS1,56.0,473
1.01,Premium,D,SI1,62.0,5701
1.21,Premium,J,VVS2,60.0,5431
0.31,Very Good,I,VS1,57.0,489
0.35,Ideal,E,VVS1,56.0,1116
1.02,Ideal,G,SI1,57.0,5055
0.7,Premium,E,SI1,60.0,2194
0.41,Premium,F,VS1,58.0,1076
1.5,Good,J,SI2,57.0,6750
0.71,Ideal,H,SI2,57.0,2258
0.41,Ideal,G,VS2,56.0,1061
0.35,Ideal,D,SI1,56.0,827
0.9,Good,H,I1,63.0,1939
1.1,Ideal,F,VVS2,56.0,9343
1.2,Very Good,G,SI1,55.0,4520
0.32,Ideal,I,VS1,55.6,529
1.16,Fair,G,SI1,55.0,4612
0.31,Ideal,E,VS1,54.2,726
1.01,Premium,I,SI2,61.0,3761
0.39,Premium,I,VVS1,59.0,821
0.37,Premium,G,VS2,57.0,833
0.51,Premium,F,SI2,60.0,1036
2.08,Premium,H,SI1,59.0,17778
0.51,Very Good,G,VS2,57.0,1438
1.25,Premium,I,SI1,59.0,5250
0.7,Fair,H,SI1,59.0,1803
1.26,Premium,F,SI1,58.0,6915
1.0,Good,H,SI2,58.0,3528
1.5,Good,F,I1,62.0,5313
1.0,Fair,E,SI2,59.0,3136
0.38,Very Good,F,VS2,57.0,800
1.51,Ideal,I,VS2,55.0,9891
1.01,Very Good,F,IF,60.0,10800
1.91,Premium,I,SI1,53.0,13367
0.31,Ideal,H,VS2,55.0,489
0.91,Premium,D,VS2,59.0,4637
0.4,Ideal,E,VS2,56.0,904
0.95,Premium,G,SI2,60.0,2937
0.46,Good,D,IF,59.0,2139
0.43,Premium,F,VS1,58.0,1129
0.83,Good,G,VS2,60.9,3195
1.16,Ideal,J,IF,56.0,5519
1.1,Ideal,G,VVS2,56.0,8932
0.53,Ideal,D,VS2,57.0,1857
2.21,Ideal,I,SI1,57.0,18062
0.42,Ideal,G,SI1,56.0,945
0.32,Premium,F,VS2,58.0,828
1.0,Very Good,F,VS2,55.0,6340
1.51,Very Good,G,VS1,59.0,14028
1.01,Premium,G,SI2,55.0,4355
1.01,Ideal,G,SI2,57.0,4783
0.27,Very Good,F,VVS2,59.0,544
0.28,Premium,E,VVS1,60.0,646
0.31,Premium,F,IF,58.0,914
0.52,Ideal,D,VVS2,57.0,2426
1.01,Good,D,SI2,62.0,4338
0.47,Very Good,F,SI1,60.0,1086
0.5,Premium,E,VS2,62.0,1684
1.57,Premium,G,VS1,56.0,14180
1.22,Ideal,I,SI2,57.0,5226
0.39,Very Good,J,VS1,58.0,790
0.7,Very Good,E,VVS1,57.0,4644
0.52,Very Good,E,VS1,58.0,1875
0.31,Very Good,D,SI2,53.0,462
1.03,Premium,G,SI1,59.0,4900
1.01,Ideal,D,SI2,57.0,4837
0.3,Very Good,G,VVS1,61.0,789
0.26,Ideal,D,VVS2,56.0,769
0.84,Very Good,G,SI2,57.0,3015
1.51,Premium,G,SI1,60.0,10267
0.61,Ideal,E,VS2,56.0,2434
0.34,Ideal,H,VS2,55.0,517
0.24,Very Good,F,VVS1,59.0,552
1.02,Fair,F,SI1,59.0,5255
1.2,Ideal,H,VS1,54.0,7768
0.44,Premium,G,SI1,61.0,990
1.01,Fair,F,VS2,60.0,6271
0.73,Premium,G,VS2,58.0,2770
0.7,Very Good,E,VS1,59.0,2904
0.3,Ideal,D,VS2,58.0,670
1.07,Ideal,G,VVS1,56.0,8895
0.56,Ideal,E,VS2,57.0,1699
0.53,Premium,F,SI1,58.0,1324
1.51,Premium,D,SI2,60.0,9234
0.57,Good,F,VS2,61.0,1680
1.15,Very Good,I,SI2,58.0,4405
0.34,Ideal,G,IF,56.0,984
0.36,Ideal,D,VVS2,57.0,1114
1.01,Good,G,VS1,57.0,6618
1.16,Ideal,D,SI2,56.0,5615
0.35,Very Good,D,SI2,57.0,487
0.34,Very Good,G,SI1,54.0,536
1.02,Ideal,F,VS1,56.0,7091
1.25,Ideal,G,VVS2,59.0,11089
0.44,Ideal,E,VS2,55.0,1073
0.9,Good,F,SI2,62.0,2964
1.08,Premium,D,SI2,58.0,5138
0.6,Good,D,SI1,57.0,1944
0.54,Ideal,G,SI1,57.0,1292
2.45,Ideal,J,VS2,56.0,18113
0.7,Good,F,SI1,63.0,2401
1.14,Premium,D,SI2,61.0,5047
0.91,Ideal,H,SI1,56.0,4386
1.0,Ideal,E,SI1,57.0,5555
0.73,Very Good,E,SI1,57.0,2441
0.35,Premium,E,VS1,58.0,829
0.33,Premium,I,VVS2,59.0,579
2.11,Ideal,I,SI1,55.0,15282
0.64,Very Good,H,VVS2,59.0,2060
2.01,Very Good,I,VS1,56.0,16811
0.74,Very Good,D,VS2,59.0,3498
1.01,Premium,H,VS2,58.0,4412
0.7,Premium,G,VVS1,58.0,3234
1.56,Ideal,F,SI1,57.0,11047
0.3,Ideal,H,VVS2,56.0,776
1.06,Ideal,D,VS2,54.0,6856
1.5,Premium,F,VS1,60.0,15338
1.07,Ideal,G,SI1,55.0,5444
0.71,Good,I,VVS1,57.0,2549
0.27,Premium,E,VS1,59.0,470
0.31,Very Good,H,VS2,58.0,628
1.01,Premium,H,SI1,58.0,4642
0.8,Very Good,F,SI2,56.0,2652
0.3,Good,H,VVS2,57.0,605
0.5,Fair,E,VS2,57.0,1397
0.53,Ideal,G,VS1,55.7,1772
0.91,Very Good,G,SI1,57.0,3884
1.82,Ideal,F,SI1,58.0,15802
1.51,Ideal,I,SI1,56.0,7145
0.32,Very Good,F,SI2,56.0,540
0.52,Very Good,F,SI2,61.0,1273
0.3,Ideal,I,VVS1,56.0,552
0.33,Ideal,H,VVS2,57.0,666
0.45,Ideal,D,VS1,56.0,1330
2.03,Good,G,SI2,65.0,13621
1.05,Premium,D,SI1,58.0,6174
1.33,Ideal,H,SI1,56.0,7217
0.73,Ideal,I,VS1,54.0,2167
1.52,Premium,E,SI1,59.0,12418
0.7,Very Good,H,SI2,60.0,2077
0.57,Ideal,G,SI1,54.0,1441
0.47,Ideal,G,SI2,55.0,784
0.4,Ideal,H,VVS2,57.0,1125
0.33,Ideal,G,VS2,57.0,598
0.31,Premium,G,VS2,60.0,544
0.9,Very Good,F,VS2,57.0,4637
0.4,Premium,H,VS1,59.0,938
0.56,Ideal,H,VS1,57.0,1888
0.44,Ideal,G,VVS2,56.0,1155
1.34,Premium,G,VS2,59.0,9293
0.5,Good,E,VS2,57.0,1395
0.7,Ideal,G,SI1,55.0,2965
0.57,Premium,G,SI1,56.0,1915
0.49,Good,D,VS1,60.0,1738
0.26,Premium,E,VVS1,58.0,769
0.29,Very Good,G,VVS1,56.0,607
0.74,Premium,H,SI1,58.0,2300
0.39,Premium,J,VS1,62.0,790
0.51,Ideal,G,VS2,56.0,1427
1.0,Premium,H,VVS2,59.0,5914
1.0,Premium,F,SI1,59.0,4939
0.71,Very Good,D,VS2,60.0,2745
2.0,Very Good,I,SI1,59.2,15081
0.71,Ideal,E,SI1,56.0,2329
0.43,Very Good,J,VVS2,56.0,774
0.9,Very Good,G,SI2,56.0,3581
1.0,Premium,E,VVS2,59.0,8888
0.54,Ideal,H,VS1,59.0,1630
1.03,Ideal,F,SI1,57.0,5366
0.71,Very Good,H,VS1,57.0,2559
1.7,Premium,G,SI2,62.0,10091
0.38,Premium,E,VS2,58.0,866
1.63,Ideal,G,VS1,57.0,16241
1.53,Premium,G,VVS1,58.0,16451
1.75,Ideal,G,VS2,57.0,17343
1.12,Ideal,F,VVS2,56.0,10236
0.4,Ideal,E,VS2,57.0,912
0.25,Ideal,G,SI1,53.0,363
2.18,Ideal,J,VS2,55.0,16427
1.21,Ideal,H,VS2,59.0,7236
1.15,Ideal,G,VS2,57.0,6492
0.38,Ideal,E,VS2,54.2,805
0.7,Very Good,H,SI1,65.0,2475
0.57,Premium,F,VS2,58.0,1847
1.8,Good,I,SI2,58.0,9979
2.1,Premium,G,SI2,57.4,16112
0.39,Ideal,D,VS1,57.0,1170
0.33,Ideal,D,VVS2,57.0,1062
0.38,Ideal,G,VS2,57.0,840
1.01,Good,F,VVS2,60.0,7059
0.7,Ideal,H,SI2,56.0,2202
0.38,Ideal,G,VS1,56.0,998
0.3,Ideal,G,VS1,55.0,605
1.54,Ideal,H,SI1,56.0,9562
1.01,Premium,F,SI1,62.0,4989
0.93,Ideal,D,SI1,57.0,4724
0.79,Ideal,E,VS2,56.0,3605
0.91,Premium,G,SI1,59.0,3392
0.9,Good,E,VS2,54.0,4770
0.33,Premium,H,SI1,58.0,610
0.44,Ideal,I,VS1,55.0,807
2.06,Good,H,I1,58.0,6091
0.34,Ideal,E,VVS1,56.0,1014
0.3,Ideal,J,SI1,57.0,367
0.51,Very Good,H,VS1,56.0,1628
2.02,Ideal,G,VS2,57.0,18700
1.51,Premium,G,VS2,59.0,12872
1.51,Good,E,SI1,59.0,11487
0.51,Very Good,E,VS1,56.0,1841
1.01,Very Good,F,SI1,56.0,5107
0.41,Very Good,H,SI1,56.0,876
2.15,Very Good,I,SI2,56.0,12100
0.71,Ideal,E,VS2,57.0,3191
1.24,Very Good,G,SI2,60.0,6354
0.31,Premium,G,VVS1,58.0,1046
2.0,Premium,H,SI2,57.0,11975
0.8,Very Good,H,SI1,56.0,2919
0.43,Premium,G,VS2,58.0,1113
2.04,Very Good,H,SI2,60.0,16319
0.32,Premium,G,VS1,62.0,773
0.27,Ideal,D,VVS2,56.0,586
0.91,Premium,D,VS2,58.0,5167
0.53,Good,H,SI1,55.0,1132
1.55,Ideal,E,SI1,56.0,13171
1.02,Ideal,H,SI2,58.0,4360
0.25,Good,D,VVS2,61.0,548
1.51,Very Good,D,VS2,58.0,14416
0.31,Very Good,G,VVS1,62.0,761
1.16,Ideal,I,VS2,57.0,5302
0.43,Premium,D,SI1,58.0,830
1.02,Premium,H,VS1,59.0,5469
0.73,Ideal,G,SI2,57.0,2376
0.36,Ideal,D,VVS2,54.0,1033
0.5,Very Good,E,VS2,58.0,1583
0.35,Premium,I,VS2,57.0,630
0.3,Ideal,D,VS2,56.0,911
1.21,Ideal,H,VS1,57.0,7047
0.51,Ideal,G,VVS2,56.0,1813
0.31,Ideal,G,VS2,57.0,698
0.91,Ideal,F,SI1,55.0,5176
0.53,Ideal,E,VS2,56.0,1948
1.09,Premium,H,SI1,60.0,5335
0.39,Ideal,G,IF,56.0,1201
0.52,Ideal,F,SI1,53.0,1223
0.33,Premium,G,VS1,58.0,854
1.05,Ideal,G,VS1,56.0,7063
1.22,Premium,D,VS2,59.0,9756
0.39,Good,G,VS2,60.6,743
0.37,Premium,F,VS2,58.0,746
0.34,Ideal,D,SI1,53.0,626
1.31,Premium,J,VS1,56.0,6236
1.25,Premium,H,VS1,57.0,7560
1.0,Very Good,D,SI1,61.0,5390
1.06,Ideal,G,SI2,58.0,4987
0.48,Very Good,E,VVS1,56.0,2275
2.03,Premium,H,SI2,59.0,10879
0.41,Ideal,F,IF,56.0,1439
0.32,Ideal,F,VS2,56.0,828
0.56,Ideal,H,VVS1,56.0,1929
0.41,Premium,D,VS1,59.0,1082
1.03,Ideal,D,SI1,56.0,6610
1.6,Premium,D,SI2,58.0,10064
0.41,Premium,J,VS1,58.0,830
1.01,Very Good,I,SI1,59.0,4243
0.41,Ideal,G,VS1,55.0,1121
0.54,Ideal,E,SI1,56.0,1594
0.57,Ideal,G,VS1,56.0,1949
0.7,Very Good,E,VS1,56.0,3063
2.01,Fair,E,SI2,56.0,11156
0.56,Ideal,D,IF,57.0,4293
0.52,Very Good,H,SI1,59.0,1161
0.51,Premium,D,SI1,59.0,1574
0.31,Premium,H,VS1,59.0,544
1.07,Ideal,F,IF,57.0,11434
1.51,Ideal,F,SI1,56.0,11950
1.12,Ideal,F,VS2,56.0,8074
0.71,Ideal,D,VS2,57.0,3212
1.0,Very Good,E,SI1,58.0,4435
0.32,Premium,G,VS2,58.0,720
0.44,Premium,G,SI1,60.0,990
0.37,Ideal,F,VS2,56.0,957
0.7,Ideal,E,SI1,57.0,2929
0.72,Very Good,E,SI1,57.0,2578
0.53,Ideal,F,VVS2,57.0,2160
0.51,Premium,H,SI1,56.0,1250
0.34,Very Good,H,VVS1,57.0,775
0.31,Ideal,F,VS2,57.0,802
0.41,Very Good,D,SI1,57.0,717
2.16,Premium,J,VVS1,58.0,17891
0.34,Premium,G,VS2,54.0,765
0.32,Very Good,H,VS1,57.0,720
1.01,Premium,J,I1,59.0,2488
1.21,Ideal,H,VS1,56.0,6784
1.01,Very Good,F,SI1,57.0,6075
1.81,Very Good,I,VS2,58.0,12822
1.53,Ideal,I,VS2,57.0,9189
0.71,Fair,G,VVS1,57.0,3062
2.01,Very Good,H,SI2,60.0,10772
0.3,Very Good,I,VS1,53.0,473
0.71,Very Good,F,VS2,56.0,2994
0.26,Very Good,E,VVS2,61.0,564
1.17,Very Good,G,SI1,61.0,5025
0.54,Ideal,G,VS2,56.0,1605
0.3,Very Good,F,VVS1,57.0,814
1.14,Ideal,G,VS1,56.0,7255
1.02,Premium,G,VS2,58.0,6416
0.54,Ideal,H,VVS1,57.0,1814
0.5,Good,F,VS2,57.0,1436
1.17,Premium,D,VS1,59.0,9934
0.51,Very Good,F,VS1,57.0,1627
0.31,Very Good,G,SI1,54.0,593
1.19,Ideal,H,I1,57.0,3794
0.5,Very Good,D,SI1,61.0,1436
0.35,Ideal,G,IF,57.0,979
0.29,Very Good,G,VS1,59.0,660
1.31,Very Good,I,SI2,60.0,5187
0.73,Premium,D,VS1,58.0,3620
0.46,Fair,E,VS2,61.0,1070
0.55,Ideal,G,VS2,55.0,1752
0.57,Ideal,I,VS2,57.0,1410
1.51,Ideal,E,VS1,57.0,17649
0.3,Ideal,F,VS1,57.0,570
1.04,Premium,E,SI2,58.0,4484
0.73,Ideal,I,VS1,55.8,2302
0.5,Ideal,I,SI1,55.0,982
1.52,Ideal,I,VVS1,56.0,10968
1.05,Good,H,IF,58.0,6703
1.3,Premium,F,VS2,59.0,10090
0.39,Ideal,D,VVS2,57.0,1232
0.31,Very Good,D,SI1,60.0,507
1.03,Premium,H,SI1,61.0,4406
0.38,Premium,J,VS1,60.0,770
1.53,Ideal,I,VS1,60.0,10171
0.26,Ideal,G,IF,54.0,648
0.9,Ideal,H,SI2,57.0,3516
1.2,Ideal,I,SI2,61.0,4890
0.3,Very Good,F,IF,55.0,886
0.71,Good,G,VVS1,61.0,3072
1.13,Premium,I,SI1,57.0,4746
0.7,Premium,I,SI2,58.0,1890
0.41,Good,J,VS2,59.0,565
0.54,Ideal,F,VS2,56.0,1786
0.73,Premium,G,SI1,58.0,2163
1.0,Very Good,G,SI2,62.0,4195
1.07,Ideal,G,VS2,55.0,7275
1.08,Ideal,I,SI2,55.0,3849
0.31,Good,H,VS1,59.0,698
1.0,Good,J,VS2,58.0,3422
1.22,Premium,G,VVS2,58.0,10111
1.54,Premium,I,VS1,58.0,10349
1.01,Good,G,VS1,62.0,6247
1.6,Very Good,I,VS1,58.0,10824
1.5,Very Good,D,VS2,57.0,17153
0.25,Ideal,G,VVS2,57.0,525
1.52,Premium,I,VS1,57.0,10300
1.04,Ideal,D,VVS2,57.0,11511
1.52,Premium,G,VS2,55.0,12958
0.76,Very Good,E,VS2,59.0,3162
0.7,Fair,E,SI2,56.0,1998
1.52,Very Good,I,VS2,61.0,8938
0.3,Ideal,F,VS2,55.0,776
1.25,Ideal,D,SI2,54.4,6779
1.09,Ideal,F,IF,55.0,11888
1.02,Premium,G,SI2,59.0,4486
2.08,Premium,I,SI1,59.0,15065
0.38,Very Good,F,VS2,54.6,906
1.63,Premium,I,VS2,60.0,10479
0.41,Premium,G,SI1,58.0,923
1.01,Premium,H,SI1,61.0,4513
1.02,Premium,E,VS2,59.0,7311
0.31,Premium,D,SI1,58.0,571
0.52,Ideal,E,IF,57.0,3033
0.39,Ideal,F,VVS1,55.0,1124
1.01,Ideal,G,VVS2,54.0,7934
0.33,Ideal,G,VS1,55.0,854
1.11,Ideal,E,SI2,57.0,4196
0.9,Very Good,E,SI1,57.0,3863
0.59,Ideal,J,VS2,57.0,1352
1.05,Premium,G,VS2,58.0,6181
1.51,Premium,G,VS2,61.0,12229
0.4,Good,E,SI1,57.0,662
0.27,Ideal,E,VVS1,56.0,586
0.82,Ideal,G,VVS2,56.0,4130
1.04,Ideal,F,SI2,57.0,4668
2.21,Premium,H,SI2,60.0,14299
0.61,Very Good,E,SI1,54.0,2179
1.01,Ideal,F,SI2,57.0,4497
0.24,Very Good,F,VVS1,58.0,552
0.91,Ideal,J,VS1,56.0,3863
1.0,Premium,E,VS1,62.0,7392
1.0,Fair,H,SI2,60.0,2875
0.91,Fair,J,SI1,56.0,2390
1.17,Premium,F,SI2,57.0,4259
0.56,Very Good,H,SI2,63.0,956
0.41,Ideal,D,VS1,55.0,1019
0.54,Premium,G,SI1,57.0,1241
0.44,Very Good,G,SI2,55.0,1016
0.43,Ideal,F,VVS1,57.0,1358
0.34,Premium,I,VVS2,60.0,765
0.36,Premium,F,VS2,59.0,726
0.74,Very Good,D,SI2,58.0,2713
0.9,Very Good,F,SI1,61.0,4009
0.9,Ideal,D,VS1,59.0,7393
0.41,Premium,G,VVS2,58.0,1076
0.53,Very Good,F,VS2,56.0,1636
0.7,Good,E,SI1,57.0,2038
0.42,Ideal,J,VVS2,54.0,673
0.59,Fair,I,VS1,59.0,1229
1.16,Ideal,G,SI1,55.0,5908
0.71,Ideal,E,SI2,57.0,2340
0.3,Ideal,E,IF,57.0,957
0.5,Very Good,D,SI1,57.0,1257
0.4,Good,D,SI2,54.0,798
0.55,Ideal,F,VVS2,57.0,2294
1.71,Ideal,G,VS2,57.0,16817
2.01,Fair,G,SI1,64.0,18574
0.32,Very Good,G,VS1,59.0,645
0.53,Very Good,G,VVS1,57.0,1948
1.31,Very Good,G,SI2,58.0,4714
0.43,Premium,G,VS1,58.0,1008
0.72,Premium,D,SI1,54.0,3048
1.01,Very Good,F,SI1,55.0,5789
0.33,Ideal,G,IF,56.0,925
0.35,Ideal,H,IF,54.0,859
1.51,Ideal,G,VS1,54.0,13818
1.15,Very Good,E,VS2,56.0,6929
0.51,Ideal,E,SI1,55.0,1546
1.2,Ideal,I,VS1,57.0,5765
1.5,Very Good,E,SI2,57.0,8538
0.86,Very Good,H,SI1,56.0,3115
0.51,Ideal,E,SI1,56.0,1585
0.91,Very Good,E,SI2,56.0,4668
0.32,Premium,D,SI1,55.0,756
0.38,Ideal,E,SI2,55.0,603
0.44,Good,F,SI1,54.0,756
0.64,Ideal,E,SI1,57.0,1859
1.51,Very Good,E,VS2,60.0,14338
0.25,Very Good,E,VVS2,57.0,575
0.83,Ideal,H,VS2,55.0,3171
0.52,Very Good,F,SI1,61.0,1244
0.53,Very Good,E,VVS2,55.0,2280
1.0,Good,I,SI1,58.0,3850
2.45,Ideal,F,SI2,55.0,16589
0.91,Premium,H,SI2,59.0,3363
1.59,Ideal,E,SI2,55.0,11149
0.52,Very Good,H,VS2,55.0,1389
0.76,Ideal,I,VVS1,55.0,2753
1.21,Premium,I,SI2,59.0,4686
0.82,Ideal,D,SI2,57.0,3357
0.33,Premium,G,VS2,58.0,743
0.51,Very Good,E,VVS2,57.0,2146
0.42,Premium,I,SI2,59.0,709
0.3,Good,I,SI1,57.0,506
0.3,Ideal,F,IF,57.0,873
1.01,Very Good,E,SI1,57.0,5411
0.92,Good,D,SI1,57.0,4158
0.35,Premium,F,VS2,59.0,906
1.01,Ideal,G,SI1,57.0,4694
0.31,Ideal,G,VVS1,56.0,816
0.38,Very Good,G,SI1,54.8,755
0.31,Premium,H,VVS2,58.0,802
1.15,Ideal,I,VS2,59.0,5038
0.38,Ideal,F,VVS1,55.0,1096
1.01,Fair,F,SI2,62.0,3597
0.52,Ideal,G,VS2,55.0,2255
0.5,Good,I,VS2,64.0,1047
1.04,Premium,G,SI1,61.0,4811
0.41,Ideal,F,VS2,56.0,863
1.19,Very Good,J,SI1,57.0,5390
1.5,Ideal,G,VVS2,56.0,17176
0.56,Ideal,I,VVS1,55.0,1616
0.3,Ideal,D,VS2,57.0,911
1.7,Ideal,I,VS1,55.0,12030
0.39,Ideal,J,VS2,56.0,642
1.0,Very Good,E,SI1,57.0,5051
1.0,Ideal,G,SI1,56.0,4956
2.02,Very Good,H,VS2,59.0,17887
1.54,Premium,H,VS2,61.0,10758
0.9,Very Good,F,SI1,57.0,3950
0.72,Ideal,G,VVS2,56.0,3352
1.0,Good,H,VS1,61.0,5219
0.47,Ideal,E,VVS2,55.0,1883
0.76,Premium,H,VS2,61.0,2622
0.42,Ideal,G,IF,57.0,1251
0.9,Very Good,D,SI1,54.0,3880
0.73,Fair,I,VVS2,59.0,2351
0.91,Ideal,F,SI2,57.0,3763
3.01,Premium,I,SI2,59.0,18242
0.71,Premium,F,SI1,59.0,2345
0.37,Ideal,H,IF,53.0,936
2.16,Premium,H,SI2,57.0,11473
0.31,Ideal,G,VS1,57.0,802
